,Species - Latin Name,Common Name,Address,Comments,Planting Season,Planting Year,Tree Care-taker,Nursery,Replacement tree,City,,,
2185,,,West Side Park,Rutgers Cooperative Extenstion,Fall,2015,Essex County Parks,Plant Detectives,,Newark,,,
2186,,,West Side Park,Rutgers Cooperative Extenstion,Fall,2015,Essex County Parks,Plant Detectives,,Newark,,,
2187,,,West Side Park,Rutgers Cooperative Extenstion,Fall,2015,Essex County Parks,Plant Detectives,,Newark,,,
2188,,,West Side Park,Rutgers Cooperative Extenstion,Fall,2015,Essex County Parks,Plant Detectives,,Newark,,,
2189,,,West Side Park,Rutgers Cooperative Extenstion,Fall,2015,Essex County Parks,Plant Detectives,,Newark,,,
2190,,,West Side Park,Rutgers Cooperative Extenstion,Fall,2015,Essex County Parks,Plant Detectives,,Newark,,,
2191,,,West Side Park,Rutgers Cooperative Extenstion,Fall,2015,Essex County Parks,Plant Detectives,,Newark,,,
2192,,,West Side Park,Rutgers Cooperative Extenstion,Fall,2015,Essex County Parks,Plant Detectives,,Newark,,,
2193,,,West Side Park,Rutgers Cooperative Extenstion,Fall,2015,Essex County Parks,Plant Detectives,,Newark,,,
2194,,,West Side Park,Rutgers Cooperative Extenstion,Fall,2015,Essex County Parks,Plant Detectives,,Newark,,,
2195,,,West Side Park,Rutgers Cooperative Extenstion,Fall,2015,Essex County Parks,Plant Detectives,,Newark,,,
2196,,,West Side Park,Rutgers Cooperative Extenstion,Fall,2015,Essex County Parks,Plant Detectives,,Newark,,,
2197,,,West Side Park,Rutgers Cooperative Extenstion,Fall,2015,Essex County Parks,Plant Detectives,,Newark,,,
2198,,,West Side Park,Rutgers Cooperative Extenstion,Fall,2015,Essex County Parks,Plant Detectives,,Newark,,,
2199,,,West Side Park,Rutgers Cooperative Extenstion,Fall,2015,Essex County Parks,Plant Detectives,,Newark,,,
2200,,,West Side Park,Rutgers Cooperative Extenstion,Fall,2015,Essex County Parks,Plant Detectives,,Newark,,,
2201,,,,Clifton Ave Neighborhood Watch Block,Fall,2015,Forest Hill Community Association: Clifton Ave,Plant Detectives,,Newark,,,
2202,,,,Clifton Ave Neighborhood Watch Block,Fall,2015,Forest Hill Community Association: Clifton Ave,Plant Detectives,,Newark,,,
2203,,,,Clifton Ave Neighborhood Watch Block,Fall,2015,Forest Hill Community Association: Clifton Ave,Plant Detectives,,Newark,,,
2204,,,,Clifton Ave Neighborhood Watch Block,Fall,2015,Forest Hill Community Association: Clifton Ave,Plant Detectives,,Newark,,,
2205,,,,Clifton Ave Neighborhood Watch Block,Fall,2015,Forest Hill Community Association: Clifton Ave,Plant Detectives,,Newark,,,
2206,,,,Clifton Ave Neighborhood Watch Block,Fall,2015,Forest Hill Community Association: Clifton Ave,Plant Detectives,,Newark,,,
2207,,,,Clifton Ave Neighborhood Watch Block,Fall,2015,Forest Hill Community Association: Clifton Ave,Plant Detectives,,Newark,,,
2208,,,,Clifton Ave Neighborhood Watch Block,Fall,2015,Forest Hill Community Association: Clifton Ave,Plant Detectives,,Newark,,,
2209,,,,Clifton Ave Neighborhood Watch Block,Fall,2015,Forest Hill Community Association: Clifton Ave,Plant Detectives,,Newark,,,
2210,,,,Clifton Ave Neighborhood Watch Block,Fall,2015,Forest Hill Community Association: Clifton Ave,Plant Detectives,,Newark,,,
2211,,,,Clifton Ave Neighborhood Watch Block,Fall,2015,Forest Hill Community Association: Clifton Ave,Plant Detectives,,Newark,,,
2212,,,,Clifton Ave Neighborhood Watch Block,Fall,2015,Forest Hill Community Association: Clifton Ave,Plant Detectives,,Newark,,,
2213,,,,Clifton Ave Neighborhood Watch Block,Fall,2015,Forest Hill Community Association: Clifton Ave,Plant Detectives,,Newark,,,
2214,,,,Clifton Ave Neighborhood Watch Block,Fall,2015,Forest Hill Community Association: Clifton Ave,Plant Detectives,,Newark,,,
2215,,,,Clifton Ave Neighborhood Watch Block,Fall,2015,Forest Hill Community Association: Clifton Ave,Plant Detectives,,Newark,,,
2216,,,,Clifton Ave Neighborhood Watch Block,Fall,2015,Forest Hill Community Association: Clifton Ave,Plant Detectives,,Newark,,,
2217,,,,Clifton Ave Neighborhood Watch Block,Fall,2015,Forest Hill Community Association: Clifton Ave,Plant Detectives,,Newark,,,
2218,,,,Clifton Ave Neighborhood Watch Block,Fall,2015,Forest Hill Community Association: Clifton Ave,Plant Detectives,,Newark,,,
2219,,,,Clifton Ave Neighborhood Watch Block,Fall,2015,Forest Hill Community Association: Clifton Ave,Plant Detectives,,Newark,,,
2220,,,,Clifton Ave Neighborhood Watch Block,Fall,2015,Forest Hill Community Association: Clifton Ave,Plant Detectives,,Newark,,,
2221,prunus autumnalis,Cherry,St. Charles St & Ferry Lot,St Charles St,Fall,2015,Ironbound Community Coporation ,Alpine Nursery,,Newark,,,
2222,prunus autumnalis,Cherry,St. Charles St & Ferry Lot,St Charles St,Fall,2015,Ironbound Community Coporation ,Alpine Nursery,,Newark,,,
2223,prunus autumnalis,Cherry,St. Charles St & Ferry Lot,St Charles St,Fall,2015,Ironbound Community Coporation ,Alpine Nursery,,Newark,,,
2224,prunus autumnalis,Cherry,St. Charles St & Ferry Lot,St Charles St,Fall,2015,Ironbound Community Coporation ,Alpine Nursery,,Newark,,,
2225,,Peach,,Inside gate: in fruit tree planters,Fall,2015,Ironbound Community Coporation ,Alpine Nursery,,Newark,,,
2226,,Peach,,Inside gate: in fruit tree planters,Fall,2015,Ironbound Community Coporation ,Alpine Nursery,,Newark,,,
2227,,Peach,,Inside gate: in fruit tree planters,Fall,2015,Ironbound Community Coporation ,Alpine Nursery,,Newark,,,
2228,,pear,,Inside gate: in fruit tree planters,Fall,2015,Ironbound Community Coporation ,Alpine Nursery,,Newark,,,
2229,,pear,,Inside gate: in fruit tree planters,Fall,2015,Ironbound Community Coporation ,Alpine Nursery,,Newark,,,
2230,,pear,,Inside gate: in fruit tree planters,Fall,2015,Ironbound Community Coporation ,Alpine Nursery,,Newark,,,
2231,,plum,,Inside gate: in fruit tree planters,Fall,2015,Ironbound Community Coporation ,Alpine Nursery,,Newark,,,
2232,,plum,,Inside gate: in fruit tree planters,Fall,2015,Ironbound Community Coporation ,Alpine Nursery,,Newark,,,
2233,,plum,,Inside gate: in fruit tree planters,Fall,2015,Ironbound Community Coporation ,Alpine Nursery,,Newark,,,
2234,,peach,,Inside gate: in fruit tree planters,Fall,2015,Ironbound Community Coporation ,Alpine Nursery,,Newark,,,
2235,prunus autumnalis,Cherry,38 Beaumont Ave,,Spring ,2016,,Plant Detectives,,Newark,,,
2236,prunus autumnalis,Cherry,310 Montclair,Beaumont,Spring ,2016,,Plant Detectives,,Newark,,,
2237,prunus autumnalis,Cherry,310 Montclair,Beaumont,Spring ,2016,,Plant Detectives,,Newark,,,
2238,prunus autumnalis,Cherry,310 Montclair,Beaumont,Spring ,2016,,Plant Detectives,,Newark,,,
2239,prunus autumnalis,Cherry,310 Montclair,Beaumont,Spring ,2016,,Plant Detectives,,Newark,,,
2240,,,306 Montclair,Beaumont,Spring ,2016,,Plant Detectives,,Newark,,,
2241,,,306 Montclair,,Spring ,2016,,Plant Detectives,,Newark,,,
2242,,,301 Montclair Ave,,Spring ,2016,,Plant Detectives,,Newark,,,
2243,,,295 Montclair,,Spring ,2016,,Plant Detectives,,Newark,,,
2244,,,295 Montclair,,Spring ,2016,,Plant Detectives,,Newark,,,
2245,,,295 Montclair,,Spring ,2016,,Plant Detectives,,Newark,,,
2246,,,295 Montclair,DeGraw Ave,Spring ,2016,,Plant Detectives,,Newark,,,
2247,,,20 Emerson PL,,Spring ,2016,,Plant Detectives,,Newark,,,
2248,,,20 Emerson PL,,Spring ,2016,,Plant Detectives,,Newark,,,
2249,,,14 Emerson PL,,Spring ,2016,,Plant Detectives,,Newark,,,
2250,,,19 Emerson Pl,,Spring ,2016,,Plant Detectives,,Newark,,,
2251,,,,,Spring ,2016,,Plant Detectives,,Newark,,,
2252,,,11 Emerson Pl,,Spring ,2016,,Plant Detectives,,Newark,,,
2253,,,15 Emerson Pl,,Spring ,2016,,Plant Detectives,,Newark,,,
2254,,,661 Frelinghuysen Ave,Emerson Place,Spring ,2016,,Plant Detectives,,Newark,,,
2255,,,661 Frelinghuysen Ave,Emerson Place,Spring ,2016,,Plant Detectives,,Newark,,,
2256,,,661 Frelinghuysen Ave,Emerson Place,Spring ,2016,,Plant Detectives,,Newark,,,
2257,,,661 Frelinghuysen Ave,Emerson Place,Spring ,2016,,Plant Detectives,,Newark,,,
2258,,,3-7 Fairmount Ave,,Spring ,2016,,Plant Detectives,,Newark,,,
2259,,,3-7 Fairmount Ave,,Spring ,2016,,Plant Detectives,,Newark,,,
2260,,,3-7 Fairmount Ave,,Spring ,2016,,Plant Detectives,,Newark,,,
2261,,,3-7 Fairmount Ave,,Spring ,2016,,Plant Detectives,,Newark,,,
2262,,,9 Fairmount Ave,,Spring ,2016,,Plant Detectives,,Newark,,,
2263,,,9 Fairmount Ave,,Spring ,2016,,Plant Detectives,,Newark,,,
2264,,yellow wood,342 Central Ave,Fairmount,Spring ,2016,,Plant Detectives,,Newark,,,
2265,,yellow wood,342 Central Ave,Fairmount,Spring ,2016,,Plant Detectives,,Newark,,,
2266,,,444 Central Ave,,Spring ,2016,,Plant Detectives,,Newark,,,
2267,,,373 w. Market St,,Spring ,2016,,Plant Detectives,,Newark,,,
2268,,,373 w. Market St,,Spring ,2016,,Plant Detectives,,Newark,,,
2269,,,373 w. Market ST,W. Market St,Spring ,2016,,Plant Detectives,,Newark,,,
2270,,,444 Central Ave,W. Market St,Spring ,2016,,Plant Detectives,,Newark,,,
2271,,,444 Central Ave,W. Market St,Spring ,2016,,Plant Detectives,,Newark,,,
2272,,,444 Central Ave,4th St,Spring ,2016,,Plant Detectives,,Newark,,,
2273,,,444 Central Ave,4th St,Spring ,2016,,Plant Detectives,,Newark,,,
2274,,,1018 (?) 18th Ave,Fruit tree inside Garden,Spring ,2016,,Plant Detectives,,Newark,,,
2275,,,1018 (?) 18th Ave,Fruit tree inside Garden,Spring ,2016,,Plant Detectives,,Newark,,,
2276,,,1018 (?) 18th Ave,Fruit tree inside Garden,Spring ,2016,,Plant Detectives,,Newark,,,
2277,,,1018 (?) 18th Ave,Fruit tree inside Garden,Spring ,2016,,Plant Detectives,,Newark,,,
2278,,,1018 (?) 18th Ave,Tree outside Garden,Spring ,2016,,Plant Detectives,,Newark,,,
2279,,,39 Mead St,,Spring ,2016,,Plant Detectives,,Newark,,,
2280,,,1043 18th Ave,,Spring ,2016,,Plant Detectives,,Newark,,,
2281,,,1040 18th Ave,,Spring ,2016,,Plant Detectives,,Newark,,,
2282,,,1040 18th Ave,,Spring ,2016,,Plant Detectives,,Newark,,,
2283,,,1040 18th Ave,,Spring ,2016,,Plant Detectives,,Newark,,,
2284,cherry,,25 E 5th St,E 5th St,Spring ,2016,,Plant Detectives,,Bayonne,,,
2285,cherry,,25 E 5th St,E 5th St,Spring ,2016,,Plant Detectives,,Bayonne,,,
2286,cherry,,25 E 5th St,E 5th St,Spring ,2016,,Plant Detectives,,Bayonne,,,
2287,cherry,,25 E 5th St,Dodge St,Spring ,2016,,Plant Detectives,,Bayonne,,,
2288,cherry,,25 E 5th St,Dodge St,Spring ,2016,,Plant Detectives,,Bayonne,,,
2289,cherry,,25 E 5th St,Orient St,Spring ,2016,,Plant Detectives,,Bayonne,,,
2290,cherry,,25 E 5th St,Orient St,Spring ,2016,,Plant Detectives,,Bayonne,,,
2291,cherry,,E 5th St Triangle Park,,Spring ,2016,,Plant Detectives,,Bayonne,,,
2292,little lead linden,,E 5th St Triangle Park,,Spring ,2016,,Plant Detectives,,Bayonne,,,
2293,little lead linden,,Dodge Triangle Park,,Spring ,2016,,Plant Detectives,,Bayonne,,,
2294,little lead linden,,Dodge Triangle Park,,Spring ,2016,,Plant Detectives,,Bayonne,,,
2295,little lead linden,,160 Orient St,,Spring ,2016,,Plant Detectives,,Bayonne,,,
2296,little lead linden,,160 Orient St,Dodge St,Spring ,2016,,Plant Detectives,,Bayonne,,,
2297,little lead linden,,160 Orient St,Dodge St,Spring ,2016,,Plant Detectives,,Bayonne,,,
2298,Zelkova,,49 E 5th St,,Spring ,2016,,Plant Detectives,,Bayonne,,,
2299,little lead linden,,28 E 5th St,,Spring ,2016,,Plant Detectives,,Bayonne,,,
2300,little lead linden,,14 E 5th St,,Spring ,2016,,Plant Detectives,,Bayonne,,,
2301,little lead linden,,21 Silver St,,Spring ,2016,,Plant Detectives,,Bayonne,,,
2302,little lead linden,,Bayonne Park,,Spring ,2016,,Plant Detectives,,Bayonne,,,
2303,,,Bayonne Park,,Spring ,2016,,Plant Detectives,,Bayonne,,,
2304,,,454 South 13th St,,Spring ,2016,,Plant Detectives,,Newark,,,
2305,,,454 South 13th St,,Spring ,2016,,Plant Detectives,,Newark,,,
2306,,,343 Meeker Ave,,Spring ,2016,,Plant Detectives,,Newark,,,
2307,,,47 Goble,Murray St,Spring ,2016,,Plant Detectives,,Newark,,,
2308,,,41 Goble,,Spring ,2016,,Plant Detectives,,Newark,,,
2309,,,34 Goble St,,Spring ,2016,,Plant Detectives,,Newark,,,
2310,,,15 Goble St,,Spring ,2016,,Plant Detectives,,Newark,,,
2311,,,90 Harper St,,Spring ,2016,,Plant Detectives,,Newark,,,
2312,,,147 South St,,Spring ,2016,,Plant Detectives,,Newark,,,
2313,,,148 South St,Hermon St,Spring ,2016,,Plant Detectives,,Newark,,,
2314,,,148 South St,Hermon St,Spring ,2016,,Plant Detectives,,Newark,,,
2315,,,149 South St,Hermon St,Spring ,2016,,Plant Detectives,,Newark,,,
2316,,,149 South St,Hermon St,Spring ,2016,,Plant Detectives,,Newark,,,
2317,,,87 Hermon St,,Spring ,2016,,Plant Detectives,,Newark,,,
2318,Acer Ginnala,,157 Pennsyvania Av,Miller St Side,Fall,2016,Janet Manoh,Plant Detectives,,Newark,,,
2319,Prunus okame,,109 Miller St,,Fall,2016,Carlos Figueroa,Plant Detectives,,Newark,,,https://docs.google.com/spreadsheets/d/1eVmDVBQd8mVyOj1gPPzEeDUm8GTVF5w1F86MdF6RenI/edit#gid=1685838967
2320,Prunus autumnalis,,117 Miller St,,Fall,2016,Shallan Haddad,Plant Detectives,,Newark,,,^For fall 2016 markouts
2321,Acer Ginnala,,1223 Broad St Plumbing Co,Miller St Side,Fall,2016,Shallan Haddad,Plant Detectives,,Newark,,,
2322,Acer Ginnala,,1223 Broad St Plumbing Co,Miller St Side,Fall,2016,Shallan Haddad,Plant Detectives,,Newark,,,
2323,Acer Ginnala,,1223 Broad St Plumbing Co,Miller St Side,Fall,2016,Shallan Haddad,Plant Detectives,,Newark,,,
2324,Acer Ginnala,,1223 Broad St Plumbing Co,Miller St Side,Fall,2016,Shallan Haddad,Plant Detectives,,Newark,,,
2325,Prunus okame,,116 Miller St,,Fall,2016,Erasmo Vega,Plant Detectives,,Newark,,,
2326,Prunus okame,,155 PA Ave,,Fall,2016,Jose Costa,Plant Detectives,,Newark,,,
2327,Acer Ginnala,,155 PA Ave,Miller St Side,Fall,2016,Jose Costa,Plant Detectives,,Newark,,,
2328,Prunus okame,,114 Miller,,Fall,2016,Marino Rena,Plant Detectives,,Newark,,,
2329,Acer Ginnala,,115 Vanderpool,Green Strip outside fence of mechanic shop,Fall,2016,Jamile Scomparin,Plant Detectives,,Newark,,,
2330,Acer Ginnala,,115 Vanderpool,,Fall,2016,Jamile Scomparin,Plant Detectives,,Newark,,,
2331,Prunus,cherry,328 Highland Ave,,Fall,2016,Madeline Mercado,Plant Detectives,,Newark,,,
2332,Tila Cordata,little leaf linden,362 Highland,,Fall,2016,Mary Shipman,Plant Detectives,,Newark,,,
2333,prunus,cherry,381 Lake St,,Fall,2016,Christine De Leon,Plant Detectives,,Newark,,,
2334,Prunus,cherry,381 Lake St,,Fall,2016,Christine De Leon,Plant Detectives,,Newark,,,
2335,cornus,dogwood,417 Lake St,,Fall,2016,Raylor Adames,Plant Detectives,,Newark,,,
2336,prunus,cherry,419 Lake St,,Fall,2016,Irma Baguer,Plant Detectives,,Newark,,,
2337,prunus,cherry,419 Lake St,,Fall,2016,Irma Baguer,Plant Detectives,,Newark,,,
2338,cornus,dogwood,445 Lake St,,Fall,2016,Dominga Lora,Plant Detectives,,Newark,,,
2339,prunus,cherry,445 Lake St,,Fall,2016,Dominga Lora,Plant Detectives,,Newark,,,
2340,cornus,dogwood,445 Lake St,,Fall,2016,Dominga Lora,Plant Detectives,,Newark,,,
2341,cornus,dogwood,477 Lake St,,Fall,2016,Al Scerbo,Plant Detectives,,Newark,,,
2342,prunus,cherry,481 Lake St,,Fall,2016,Gabrielle and Gilbert,Plant Detectives,,Newark,,,
2343,cornus,dogwood,481 Lake St,,Fall,2016,Gabrielle and Gilbert,Plant Detectives,,Newark,,,
2344,cornus,dogwood,549 Lake St,Replacement tree,Fall,2016,Fernando and Gilberto,Plant Detectives,,Newark,,,
2345,Tila Cordata,little leaf linden,88 Berkely,,Fall,2016,,Plant Detectives,,Newark,,,
2346,prunus,cherry,549 Lake St,,Fall,2016,Fadi,Plant Detectives,,Newark,,,
2347,pinus strobus,Eastern pine,"Bayside Park, Jersey City",Near Richard St entrance,Fall,2016,Bayside Park Friends of Group,Plant Detectives,,Jersey City,,,
2348,carpinus,American Hornbeam,"Bayside Park, Jersey City",splash park,Fall,2016,(Chris Perez),Plant Detectives,,Jersey City,,,
2349,carpinus,American Hornbeam,"Bayside Park, Jersey City",splash park,Fall,2016,Bayside Park Friends of Group,Plant Detectives,,Jersey City,,,
2350,carpinus,American Hornbeam,"Bayside Park, Jersey City",splash park,Fall,2016,Bayside Park Friends of Group,Plant Detectives,,Jersey City,,,
2351,betula nigra,River birch,"Bayside Park, Jersey City",around the driveway bend,Fall,2016,Bayside Park Friends of Group,Plant Detectives,,Jersey City,,,
2352,betula nigra,River birch,"Bayside Park, Jersey City",around the driveway bend,Fall,2016,Bayside Park Friends of Group,Plant Detectives,,Jersey City,,,
2353,betula nigra,River birch,"Bayside Park, Jersey City",around the driveway bend,Fall,2016,Bayside Park Friends of Group,Plant Detectives,,Jersey City,,,
2354,acer ginnala,amur maple,"Bayside Park, Jersey City",play park,Fall,2016,Bayside Park Friends of Group,Plant Detectives,,Jersey City,,,
2355,acer ginnala,amur maple,"Bayside Park, Jersey City",play park,Fall,2016,Bayside Park Friends of Group,Plant Detectives,,Jersey City,,,
2356,acer ginnala,amur maple,"Bayside Park, Jersey City",play park,Fall,2016,Bayside Park Friends of Group,Plant Detectives,,Jersey City,,,
2357,acer ginnala,amur maple,"Bayside Park, Jersey City",play park,Fall,2016,Bayside Park Friends of Group,Plant Detectives,,Jersey City,,,
2358,cercus canadensis,Eastern redbud,"Bayside Park, Jersey City",,Fall,2016,Bayside Park Friends of Group,Plant Detectives,,Jersey City,,,
2359,cercus canadensis,Eastern redbud,"Bayside Park, Jersey City",,Fall,2016,Bayside Park Friends of Group,Plant Detectives,,Jersey City,,,
2360,cercus canadensis,Eastern redbud,"Bayside Park, Jersey City",,Fall,2016,Bayside Park Friends of Group,Plant Detectives,,Jersey City,,,
2361,cercus canadensis,Eastern redbud,"Bayside Park, Jersey City",,Fall,2016,Bayside Park Friends of Group,Plant Detectives,,Jersey City,,,
2362,cercus canadensis,Eastern redbud,"Bayside Park, Jersey City",,Fall,2016,Bayside Park Friends of Group,Plant Detectives,,Jersey City,,,
2363,cercus canadensis,Eastern redbud,"Bayside Park, Jersey City",,Fall,2016,Bayside Park Friends of Group,Plant Detectives,,Jersey City,,,
2364,cercus canadensis,Eastern redbud,"Bayside Park, Jersey City",,Fall,2016,Bayside Park Friends of Group,Plant Detectives,,Jersey City,,,
2365,cercus canadensis,Eastern redbud,"Bayside Park, Jersey City",,Fall,2016,Bayside Park Friends of Group,Plant Detectives,,Jersey City,,,
2366,quercus coccineas,Scarlet oak,"Bayside Park, Jersey City",,Fall,2016,Bayside Park Friends of Group,Plant Detectives,,Jersey City,,,
2367,quercus coccineas,Scarlet oak,"Bayside Park, Jersey City",,Fall,2016,Bayside Park Friends of Group,Plant Detectives,,Jersey City,,,
2368,quercus coccineas,Scarlet oak,"Bayside Park, Jersey City",,Fall,2016,Bayside Park Friends of Group,Plant Detectives,,Jersey City,,,
2369,quercus coccineas,Scarlet oak,"Bayside Park, Jersey City",,Fall,2016,Bayside Park Friends of Group,Plant Detectives,,Jersey City,,,
2370,quercus coccineas,Scarlet oak,"Bayside Park, Jersey City",,Fall,2016,Bayside Park Friends of Group,Plant Detectives,,Jersey City,,,
2371,quercus coccineas,Scarlet oak,"Bayside Park, Jersey City",,Fall,2016,Bayside Park Friends of Group,Plant Detectives,,Jersey City,,,
2372,nyssa sylvatica,Black gum,"Bayside Park, Jersey City",,Fall,2016,Bayside Park Friends of Group,Plant Detectives,,Jersey City,,,
2373,nyssa sylvatica,Black gum,"Bayside Park, Jersey City",,Fall,2016,Bayside Park Friends of Group,Plant Detectives,,Jersey City,,,
2374,nyssa sylvatica,Black gum,"Bayside Park, Jersey City",,Fall,2016,Bayside Park Friends of Group,Plant Detectives,,Jersey City,,,
2375,nyssa sylvatica,Black gum,"Bayside Park, Jersey City",,Fall,2016,Bayside Park Friends of Group,Plant Detectives,,Jersey City,,,
2376,nyssa sylvatica,Black gum,"Bayside Park, Jersey City",,Fall,2016,Bayside Park Friends of Group,Plant Detectives,,Jersey City,,,
2377,quercus coccineas,Scarlet oak,Jesse Allen Park,Horizon Day of Caring,Fall,2016,Jesse Allen Park Friends of Group,Plant Detectives,,Newark,,,
2378,quercus coccineas,Scarlet oak,Jesse Allen Park,Newark 350,Fall,2016,Jesse Allen Park Friends of Group,Plant Detectives,,Newark,,,
2379,quercus coccineas,Scarlet oak,Jesse Allen Park,,Fall,2016,Jesse Allen Park Friends of Group,Plant Detectives,,Newark,,,
2380,quercus coccineas,Scarlet oak,Jesse Allen Park,,Fall,2016,Jesse Allen Park Friends of Group,Plant Detectives,,Newark,,,
2381,quercus coccineas,Scarlet oak,Jesse Allen Park,,Fall,2016,Jesse Allen Park Friends of Group,Plant Detectives,,Newark,,,
2382,quercus coccineas,Scarlet oak,Jesse Allen Park,,Fall,2016,Jesse Allen Park Friends of Group,Plant Detectives,,Newark,,,
2383,quercus coccineas,Scarlet oak,Jesse Allen Park,,Fall,2016,Jesse Allen Park Friends of Group,Plant Detectives,,Newark,,,
2384,quercus coccineas,Scarlet oak,Jesse Allen Park,,Fall,2016,Jesse Allen Park Friends of Group,Plant Detectives,,Newark,,,
2385,quercus coccineas,Scarlet oak,Jesse Allen Park,,Fall,2016,Jesse Allen Park Friends of Group,Plant Detectives,,Newark,,,
2386,quercus coccineas,Scarlet oak,Jesse Allen Park,,Fall,2016,Jesse Allen Park Friends of Group,Plant Detectives,,Newark,,,
2387,acer rubrum,red maple,Jesse Allen Park,Avon Ave side,Fall,2016,Jesse Allen Park Friends of Group,Plant Detectives,,Newark,,,
2388,acer rubrum,red maple,Jesse Allen Park,Avon Ave side,Fall,2016,Jesse Allen Park Friends of Group,Plant Detectives,,Newark,,,
2389,acer rubrum,red maple,Jesse Allen Park,Avon Ave side,Fall,2016,Jesse Allen Park Friends of Group,Plant Detectives,,Newark,,,
2390,acer rubrum,red maple,Jesse Allen Park,Avon Ave side,Fall,2016,Jesse Allen Park Friends of Group,Plant Detectives,,Newark,,,
2391,acer rubrum,red maple,Jesse Allen Park,Avon Ave side,Fall,2016,Jesse Allen Park Friends of Group,Plant Detectives,,Newark,,,
2392,acer rubrum,red maple,Jesse Allen Park,Avon Ave side,Fall,2016,Jesse Allen Park Friends of Group,Plant Detectives,,Newark,,,
2393,acer rubrum,red maple,Jesse Allen Park,Avon Ave side,Fall,2016,Jesse Allen Park Friends of Group,Plant Detectives,,Newark,,,
2394,acer rubrum,red maple,Jesse Allen Park,,Fall,2016,Jesse Allen Park Friends of Group,Plant Detectives,,Newark,,,
2395,acer rubrum,red maple,Jesse Allen Park,,Fall,2016,Jesse Allen Park Friends of Group,Plant Detectives,,Newark,,,
2396,acer rubrum,red maple,Jesse Allen Park,,Fall,2016,Jesse Allen Park Friends of Group,Plant Detectives,,Newark,,,
2397,Zelkova,,Jesse Allen Park,Muhamid Ali Ave,Fall,2016,Jesse Allen Park Friends of Group,Plant Detectives,,Newark,,,
2398,Zelkova,,Jesse Allen Park,Muhamid Ali Ave,Fall,2016,Jesse Allen Park Friends of Group,Plant Detectives,,Newark,,,
2399,Zelkova,,Jesse Allen Park,Muhamid Ali Ave,Fall,2016,Jesse Allen Park Friends of Group,Plant Detectives,,Newark,,,
2400,Zelkova,,Jesse Allen Park,Muhamid Ali Ave,Fall,2016,Jesse Allen Park Friends of Group,Plant Detectives,,Newark,,,
2401,Zelkova,,Jesse Allen Park,Muhamid Ali Ave,Fall,2016,Jesse Allen Park Friends of Group,Plant Detectives,,Newark,,,
2402,Zelkova,,Jesse Allen Park,Muhamid Ali Ave,Fall,2016,Jesse Allen Park Friends of Group,Plant Detectives,,Newark,,,
2403,Zelkova,,Jesse Allen Park,,Fall,2016,Jesse Allen Park Friends of Group,Plant Detectives,,Newark,,,
2404,Zelkova,,Jesse Allen Park,,Fall,2016,Jesse Allen Park Friends of Group,Plant Detectives,,Newark,,,
2405,Zelkova,,Jesse Allen Park,,Fall,2016,Jesse Allen Park Friends of Group,Plant Detectives,,Newark,,,
2406,Zelkova,,Jesse Allen Park,,Fall,2016,Jesse Allen Park Friends of Group,Plant Detectives,,Newark,,,
2407,malus,crabapple,Jesse Allen Park,Avon Ave,Fall,2016,,Plant Detectives,,Newark,,,
2408,malus,crabapple,Jesse Allen Park,Avon Ave,Fall,2016,,Plant Detectives,,Newark,,,
2409,malus,crabapple,Jesse Allen Park,Avon Ave,Fall,2016,,Plant Detectives,,Newark,,,
2410,Ulmus Americanus,American Elm,Louise A Spencer School,Sommerset St,Fall,2016,Rosemary Katia & LAS Enviro Club,Plant Detectives,,Newark,,,
2411,Ulmus Americanus,American Elm,Louise A Spencer School,Sommerset St,Fall,2016,Rosemary Katia & LAS Enviro Club,Plant Detectives,,Newark,,,
2412,Ulmus Americanus,American Elm,Louise A Spencer School,Sommerset St,Fall,2016,Rosemary Katia & LAS Enviro Club,Plant Detectives,,Newark,,,
2413,cornus,dogwood,Boys and Girls Club,Avon Ave Side,Fall,2016,Boys and Girls Club: Ms. Banks,Plant Detectives,,Newark,,,
2414,prunus,cherry,Boys and Girls Club,Avon Ave Side,Fall,2016,Boys and Girls Club: Ms. Banks,Plant Detectives,,Newark,,,
2415,prunus,cherry,Boys and Girls Club,Avon Ave Side,Fall,2016,Boys and Girls Club: Ms. Banks,Plant Detectives,,Newark,,,
2416,cornus,dogwood,Boys and Girls Club,Avon Ave Side,Fall,2016,Boys and Girls Club: Ms. Banks,Plant Detectives,,Newark,,,
2417,ginkgo,,"Stillman School, Plainfield",Arlington Ave Side,Fall,2016,Stillman School,Plant Detectives,,Plainfield,,,
2418,ginkgo,,"Stillman School, Plainfield",Arlington Ave Side,Fall,2016,Stillman School,Plant Detectives,,Plainfield,,,
2419,ginkgo,,"Stillman School, Plainfield",Arlington Ave Side,Fall,2016,Stillman School,Plant Detectives,,Plainfield,,,
2420,ginkgo,,"Stillman School, Plainfield",Madison Ave Side in Parking lot,Fall,2016,Stillman School,Plant Detectives,,Plainfield,,,
2421,ginkgo,,"Stillman School, Plainfield",Madison Ave Side in Parking lot,Fall,2016,Stillman School,Plant Detectives,,Plainfield,,,
2422,acer ginnala,amur maple,"Stillman School, Plainfield",W 5th St,Fall,2016,Stillman School,Plant Detectives,,Plainfield,,,
2423,acer ginnala,amur maple,"Stillman School, Plainfield",W 5th St,Fall,2016,Stillman School,Plant Detectives,,Plainfield,,,
