,Species - Latin Name,Common Name,Address,Comments,Planting Season,Planting Year,Tree Care-taker,Nursery,Replacement tree,City,,,
663,Acer rubrum 'Sun Valley',Sun Valley Red Maple,333 Clinton Place,Lyons walking towards Forest Pl,Fall,2009,George Washington Carver School,Angelica Nurseries,,Newark,,,
664,prunus x 'Okame',Okame Cherry,333 Clinton Place,Lyons walking towards Forest Pl,Fall,2009,George Washington Carver School,Angelica Nurseries,,Newark,,,
665,Acer rubrum 'Sun Valley',Sun Valley Red Maple,333 Clinton Place,Lyons walking towards Forest Pl,Fall,2009,George Washington Carver School,Angelica Nurseries,,Newark,,,
666,prunus x 'Okame',Okame Cherry,333 Clinton Place,Lyons walking towards Forest Pl,Fall,2009,George Washington Carver School,Angelica Nurseries,,Newark,,,
667,Acer rubrum 'Sun Valley',Sun Valley Red Maple,333 Clinton Place,Lyons walking towards Forest Pl,Fall,2009,George Washington Carver School,Angelica Nurseries,,Newark,,,
668,prunus x 'Okame',Okame Cherry,333 Clinton Place,Lyons walking towards Forest Pl,Fall,2009,George Washington Carver School,Angelica Nurseries,,Newark,,,
669,Acer rubrum 'Sun Valley',Sun Valley Red Maple,333 Clinton Place,Lyons walking towards Forest Pl,Fall,2009,George Washington Carver School,Angelica Nurseries,,Newark,,,
670,prunus x 'Okame',Okame Cherry,333 Clinton Place,corner of Forest Pl,Fall,2009,George Washington Carver School,Angelica Nurseries,,Newark,,,
671,Acer rubrum 'Sun Valley',Sun Valley Red Maple,333 Clinton Place,Forest Pl,Fall,2009,George Washington Carver School,Angelica Nurseries,,Newark,,,
672,prunus x 'Okame',Okame Cherry,333 Clinton Place,Forest Pl,Fall,2009,George Washington Carver School,Angelica Nurseries,,Newark,,,
673,Acer rubrum 'Sun Valley',Sun Valley Red Maple,333 Clinton Place,Forest Pl,Fall,2009,George Washington Carver School,Angelica Nurseries,,Newark,,,
674,prunus x 'Okame',Okame Cherry,333 Clinton Place,Forest Pl,Fall,2009,George Washington Carver School,Angelica Nurseries,,Newark,,,
675,Acer rubrum 'Sun Valley',Sun Valley Red Maple,333 Clinton Place,Forest Pl,Fall,2009,George Washington Carver School,Angelica Nurseries,,Newark,,,
676,Aesculus hippocastanum 'Ft. McNair',Ft. McNair Horsechestnut,333 Clinton Place,Aldine St at Forest Pl,Fall,2009,George Washington Carver School,Angelica Nurseries,,Newark,,,
677,Aesculus hippocastanum 'Ft. McNair',Ft. McNair Horsechestnut,333 Clinton Place,Aldine walking towards Lyons,Fall,2009,George Washington Carver School,Angelica Nurseries,,Newark,,,
678,Aesculus hippocastanum 'Ft. McNair',Ft. McNair Horsechestnut,333 Clinton Place,Aldine walking towards Lyons,Fall,2009,George Washington Carver School,Angelica Nurseries,,Newark,,,
679,Aesculus hippocastanum 'Ft. McNair',Ft. McNair Horsechestnut,333 Clinton Place,Aldine walking towards Lyons,Fall,2009,George Washington Carver School,Angelica Nurseries,,Newark,,,
680,Aesculus hippocastanum 'Ft. McNair',Ft. McNair Horsechestnut,333 Clinton Place,Aldine walking towards Lyons,Fall,2009,George Washington Carver School,Angelica Nurseries,,Newark,,,
681,Aesculus hippocastanum 'Ft. McNair',Ft. McNair Horsechestnut,333 Clinton Place,Aldine walking towards Lyons,Fall,2009,George Washington Carver School,Angelica Nurseries,,Newark,,,
682,Aesculus hippocastanum 'Ft. McNair',Ft. McNair Horsechestnut,333 Clinton Place,Aldine walking towards Lyons,Fall,2009,George Washington Carver School,Angelica Nurseries,,Newark,,,
683,Aesculus hippocastanum 'Ft. McNair',Ft. McNair Horsechestnut,333 Clinton Place,Aldine walking towards Lyons,Fall,2009,George Washington Carver School,Angelica Nurseries,,Newark,,,
684,Aesculus hippocastanum 'Ft. McNair',Ft. McNair Horsechestnut,333 Clinton Place,Aldine walking towards Lyons,Fall,2009,George Washington Carver School,Angelica Nurseries,,Newark,,,
685,Aesculus hippocastanum 'Ft. McNair',Ft. McNair Horsechestnut,333 Clinton Place,Aldine walking towards Lyons,Fall,2009,George Washington Carver School,Angelica Nurseries,,Newark,,,
686,Aesculus hippocastanum 'Ft. McNair',Ft. McNair Horsechestnut,333 Clinton Place,Aldine walking towards Lyons,Fall,2009,George Washington Carver School,Angelica Nurseries,,Newark,,,
687,Prunus x yeodensis,Yoshino Cherry,85 Monticello Ave,,Fall,2009,Agnes Buchanan,F & F Nurseries,X,Newark,,,
688,Prunus x yeodensis,Yoshino Cherry,85 Monticello Ave,,Fall,2009,Agnes Buchanan,F & F Nurseries,,Newark,,,
689,Prunus x yeodensis,Yoshino Cherry,73 Monticello Ave,on lawn,Fall,2009,Jean Jonea,F & F Nurseries,,Newark,,,
690,Prunus x yeodensis,Yoshino Cherry,71 Monticello Ave,,Fall,2009,Chris Halleran,F & F Nurseries,,Newark,,,
691,Prunus x yeodensis,Yoshino Cherry,63 Monticello Ave,,Fall,2009,Cherry Derios,F & F Nurseries,,Newark,,,
692,Prunus x yeodensis,Yoshino Cherry,23 Monticello Ave,,Fall,2009,Ronald Snead,F & F Nurseries,,Newark,,,
693,Prunus x yeodensis,Yoshino Cherry,23 Monticello Ave,,Fall,2009,Ronald Snead,F & F Nurseries,,Newark,,,
694,zelkova serrata Green Vase,Green Vase Zelkova,1101 Broad Street,,Fall,2009,La Hermosa Church,Fernbrook Farms,X,Newark,,,
695,Prunus sargenti,Sargent Cherry,8 South Street,,Fall,2009,Integrity House,Fernbrook Farms,X,Newark,,,
696,zelkova serrata Green Vase,Green Vase Zelkova,35 Lincoln Park,,Fall,2009,Port House,Fernbrook Farms,X,Newark,,,
697,zelkova serrata Green Vase,Green Vase Zelkova,29 Spruce Street,,Fall,2009,Resident,Fernbrook Farms,X,Newark,,,
698,Prunus sargenti,Sargent Cherry,28 Longworth St,,Fall,2009,Integrity House,Fernbrook Farms,,Newark,,,
699,Prunus sargenti,Sargent Cherry,28 Longworth St,,Fall,2009,Integrity House,Fernbrook Farms,,Newark,,,
700,Prunus sargenti,Sargent Cherry,28 Longworth St,across the street,Fall,2009,Integrity House,Fernbrook Farms,,Newark,,,
701,Prunus sargenti,Sargent Cherry,672 Martin Luther King Blvd,,Fall,2009,Wells Cathedral,Fernbrook Farms,,Newark,,,
702,Prunus sargenti,Sargent Cherry,672 Martin Luther King Blvd,,Fall,2009,Wells Cathedral,Fernbrook Farms,,Newark,,,
703,Prunus sargenti,Sargent Cherry,672 Martin Luther King Blvd,,Fall,2009,Wells Cathedral,Fernbrook Farms,,Newark,,,
704,Acer x 'Autumn Blaze',Autumn Blaze maple,540 15th Ave,,Fall,2009,Kisha & Malika Upshaw,Angelica Nurseries,,Newark,,,
705,Prunus sargenti,Sargent Cherry,540 15th Ave,on lawn,Fall,2009,Kisha & Malika Upshaw,Angelica Nurseries,,Newark,,,
706,Acer x 'Autumn Blaze',Autumn Blaze maple,550 15th Ave,,Fall,2009,Resident,Angelica Nurseries,,Newark,,,
707,prunus x okame,Okame Cherry,540 15th Ave,S. 13th Street side,Fall,2009,Kisha & Malika Upshaw,Angelica Nurseries,,Newark,,,
708,prunus x okame,Okame Cherry,540 15th Ave,S. 13th Street side,Fall,2009,Kisha & Malika Upshaw,Angelica Nurseries,,Newark,,,
709,prunus x okame,Okame Cherry,453 S. 13th St,,Fall,2009,Kevin Hutchins,Angelica Nurseries,,Newark,,,
710,prunus x okame,Okame Cherry,453 S. 13th St,,Fall,2009,Kevin Hutchins,Angelica Nurseries,,Newark,,,
711,prunus x okame,Okame Cherry,457 S. 13th St,,Fall,2009,Resident,Angelica Nurseries,,Newark,,,
712,prunus x okame,Okame Cherry,447 S. 13th St,,Fall,2009,Janette Parrish,Angelica Nurseries,,Newark,,,
713,prunus x okame,Okame Cherry,441 S. 13th St.,front lawn,Fall,2009,Jennifer Tillman,Angelica Nurseries,,Newark,,,
714,prunus x okame,Okame Cherry,439 S. 13th St,front lawn,Fall,2009,Kim Holland,Angelica Nurseries,,Newark,,,
715,prunus x okame,Okame Cherry,437 S. 13th St,front lawn,Fall,2009,Makia Johnson,Angelica Nurseries,,Newark,,,
716,Acer x 'Autumn Blaze',Autumn Blaze maple,428 S. 13th St,,Fall,2009,Robert Coston,Angelica Nurseries,,Newark,,,
717,Prunus sargenti,Sargent Cherry,436 S. 13th St,back yard,Fall,2009,Wanda Solomon,Angelica Nurseries,,Newark,,,
718,Prunus sargenti,Sargent Cherry,438 S. 13th St,back yard,Fall,2009,Tammy Jacobs,Angelica Nurseries,,Newark,,,
719,Acer x 'Autumn Blaze',Autumn Blaze maple,S. 13th St,next to community garden,Fall,2009,Resident,Angelica Nurseries,,Newark,,,
720,Prunus cerasifera 'Thundercloud',Thundercloud Plum,S. 13th St garden,at front of garden,Fall,2009,Walter Barry,Angelica Nurseries,,Newark,,,
721,Prunus cerasifera 'Thundercloud',Thundercloud Plum,S. 13th St garden,at front of garden,Fall,2009,Walter Barry,Angelica Nurseries,,Newark,,,
722,Acer saccharum 'Legacy',Legacy Sugar maple,S. 13th St garden,in back of garden,Fall,2009,Walter Barry,Angelica Nurseries,,Newark,,,
723,Acer griseum,Paperbark maple,S. 13th St garden,in back of garden,Fall,2009,Walter Barry,Angelica Nurseries,,Newark,,,
724,Prunus sargenti,Sargent Cherry,S. 13th St garden,in center of garden,Fall,2009,Walter Barry,Angelica Nurseries,,Newark,,,
725,Acer x 'Autumn Blaze',Autumn Blaze maple,448 S. 13th St,,Fall,2009,Wanda Upshaw,Angelica Nurseries,,Newark,,,
726,Acer x 'Autumn Blaze',Autumn Blaze maple,450 S. 13th St,,Fall,2009,David McCoy Sr.,Angelica Nurseries,,Newark,,,
727,Acer x 'Autumn Blaze',Autumn Blaze maple,458 S. 13th St,lawn,Fall,2009,Tanja Corprew,Angelica Nurseries,,Newark,,,
728,prunus x okame,Okame Cherry,458 S. 13th St,lawn,Fall,2009,Tanja Corprew,Angelica Nurseries,,Newark,,,
729,prunus x okame,Okame Cherry,460 S. 13th St,lawn,Fall,2009,Linda Terry,Angelica Nurseries,,Newark,,,
730,prunus x okame,Okame Cherry,50-52 Osborne Terrace,,Fall,2009,Resident,Angelica Nurseries,,Newark,,,
731,prunus sargentii 'Columnaris',Columnar Sargent Cherry,50-52 Osborne Terrace,,Fall,2009,Resident,Angelica Nurseries,,Newark,,,
732,prunus x okame,Okame Cherry,48 Osborne Terr,,Fall,2009,Resident,Angelica Nurseries,,Newark,,,
733,prunus x okame,Okame Cherry,42 Osborne Terr,,Fall,2009,Resident,Angelica Nurseries,,Newark,,,
734,prunus x okame,Okame Cherry,10 Osborne Terr,,Fall,2009,Resident,Angelica Nurseries,,Newark,,,
735,prunus sargentii 'Columnaris',Columnar Sargent Cherry,10 Osborne Terr,,Fall,2009,Resident,Angelica Nurseries,,Newark,,,
736,prunus x okame,Okame Cherry,10 Osborne Terr,,Fall,2009,Resident,Angelica Nurseries,,Newark,,,
737,prunus sargentii 'Columnaris',Columnar Sargent Cherry,10 Osborne Terr,,Fall,2009,Resident,Angelica Nurseries,,Newark,,,
738,prunus x okame,Okame Cherry,Osborne Terr,Side of Blessed Sacrament School,Fall,2009,Resident,Angelica Nurseries,,Newark,,,
739,prunus x okame,Okame Cherry,Osborne Terr,Side of Blessed Sacrament School,Fall,2009,Resident,Angelica Nurseries,,Newark,,,
740,zelkova serrata Green Vase,Green Vase Zelkova,37 Osborne Terrace,,Fall,2009,Resident,Angelica Nurseries,,Newark,,,
741,zelkova serrata Green Vase,Green Vase Zelkova,57 Osborne Terrace,,Fall,2009,Resident,Angelica Nurseries,,Newark,,,
742,prunus x okame,Okame Cherry,69 Osborne Terr,,Fall,2009,Resident,Angelica Nurseries,,Newark,,,
743,prunus x okame,Okame Cherry,125 Osboirne Terrace,,Fall,2009,Resident,Angelica Nurseries,,Newark,,,
744,prunus sargentii 'Columnaris',Columnar Sargent Cherry,125 Osboirne Terrace,,Fall,2009,Resident,Angelica Nurseries,,Newark,,,
745,prunus x okame,Okame Cherry,125 Osboirne Terrace,,Fall,2009,Resident,Angelica Nurseries,,Newark,,,
746,zelkova serrata Green Vase,Green Vase Zelkova,173 Osborne Terrace,,Fall,2009,Resident,Angelica Nurseries,,Newark,,,
747,prunus sargentii 'Columnaris',Columnar Sargent Cherry,Park on Osborne ,at W. Runyon St.,Fall,2009,Resident,Angelica Nurseries,,Newark,,,
748,prunus x okame,Okame Cherry,96 Osborne Terrace,,Fall,2009,Resident,Angelica Nurseries,,Newark,,,
749,prunus x okame,Okame Cherry,96 Osborne Terrace,,Fall,2009,Resident,Angelica Nurseries,,Newark,,,
750,prunus x okame,Okame Cherry,88 Osborne Terrace,,Fall,2009,Resident,Angelica Nurseries,,Newark,,,
751,prunus x okame,Okame Cherry,74 Osborne Terrace,,Fall,2009,Resident,Angelica Nurseries,,Newark,,,
752,picea pungens 'Montgomery',Blue spruce,in Park on Osborne,,Fall,2009,Resident,Angelica Nurseries,,Newark,,,
753,prunus x okame,Okame Cherry,205 Parkhurst St.,,Fall,2009,Resident,Angelica Nurseries,,Newark,,,
754,Acer rubrum 'Sun Valley',Sun Valley Red Maple,199 Parkhurst St.,,Fall,2009,Resident,Angelica Nurseries,,Newark,,,
755,prunus x okame,Okame Cherry,198 Parkhurst St.,,Fall,2009,Elba Mora,Angelica Nurseries,,Newark,,,
756,Acer rubrum 'Sun Valley',Sun Valley Red Maple,196 Parkhurst St.,,Fall,2009,Resident,Angelica Nurseries,,Newark,,,
757,prunus x okame,Okame Cherry,196 Parkhurst St.,,Fall,2009,Resident,Angelica Nurseries,,Newark,,,
758,Acer rubrum 'Sun Valley',Sun Valley Red Maple,15 Goble St.,Parkhurst side,Fall,2009,Resident,Angelica Nurseries,,Newark,,,
759,prunus x okame,Okame Cherry,15 Goble St.,Parkhurst side,Fall,2009,Resident,Angelica Nurseries,,Newark,,,
760,Acer rubrum 'Sun Valley',Sun Valley Red Maple,15 Goble St.,Parkhurst side,Fall,2009,Resident,Angelica Nurseries,,Newark,,,
761,Acer rubrum 'Sun Valley',Sun Valley Red Maple,Parkhurst & Goble corner,Parkhurst side,Fall,2009,Resident,Angelica Nurseries,,Newark,,,
762,prunus x okame,Okame Cherry,Parkhurst & Goble corner,Parkhurst side,Fall,2009,Resident,Angelica Nurseries,,Newark,,,
763,Acer rubrum 'Sun Valley',Sun Valley Red Maple,Parkhurst & Goble corner,Parkhurst side,Fall,2009,Resident,Angelica Nurseries,,Newark,,,
764,prunus x okame,Okame Cherry,Parkhurst & Goble corner,Parkhurst side,Fall,2009,Resident,Angelica Nurseries,,Newark,,,
765,Acer rubrum 'Sun Valley',Sun Valley Red Maple,Parkhurst & Goble corner,Parkhurst side,Fall,2009,Resident,Angelica Nurseries,,Newark,,,
766,Acer rubrum 'Sun Valley',Sun Valley Red Maple,18 Goble St,,Fall,2009,Resident,Angelica Nurseries,,Newark,,,
767,Acer rubrum 'Sun Valley',Sun Valley Red Maple,186 Thomas St,,Fall,2009,Ministeo Fonte Da Ida,Angelica Nurseries,,Newark,,,
768,prunus x okame,Okame Cherry,186 Thomas St,,Fall,2009,Ministeo Fonte Da Ida,Angelica Nurseries,,Newark,,,
769,Acer rubrum 'Sun Valley',Sun Valley Red Maple,186 Thomas St,,Fall,2009,Ministeo Fonte Da Ida,Angelica Nurseries,,Newark,,,
770,prunus x okame,Okame Cherry,186 Thomas St,,Fall,2009,Ministeo Fonte Da Ida,Angelica Nurseries,,Newark,,,
771,Acer rubrum 'Sun Valley',Sun Valley Red Maple,186 Thomas St,,Fall,2009,Ministeo Fonte Da Ida,Angelica Nurseries,,Newark,,,
772,Acer rubrum 'Sun Valley',Sun Valley Red Maple,205 Thomas St,,Fall,2009,Igreja Evangelica Canaa,Angelica Nurseries,,Newark,,,
773,prunus x okame,Okame Cherry,205 Thomas St,,Fall,2009,Igreja Evangelica Canaa,Angelica Nurseries,,Newark,,,
774,prunus x okame,Okame Cherry,205 Thomas St,,Fall,2009,Igreja Evangelica Canaa,Angelica Nurseries,,Newark,,,
775,Acer rubrum 'Sun Valley',Sun Valley Red Maple,205 Thomas St,,Fall,2009,Igreja Evangelica Canaa,Angelica Nurseries,,Newark,,,
776,Acer rubrum 'Sun Valley',Sun Valley Red Maple,Thomas St. at Dawson,Thomas St side,Fall,2009,Dois Amigos Restaurant,Angelica Nurseries,,Newark,,,
777,prunus x okame,Okame Cherry,Thomas St. at Dawson,Thomas St side,Fall,2009,Dois Amigos Restaurant,Angelica Nurseries,,Newark,,,
778,Acer rubrum 'Sun Valley',Sun Valley Red Maple,Thomas St. at Dawson,Thomas St side,Fall,2009,Dois Amigos Restaurant,Angelica Nurseries,,Newark,,,
779,gingko biloba'Magyar',Gingko,Washington St,Rutgers Business School,Fall,2009,Rutgers University Physical Plant,Angelica Nurseries,,Newark,,,
780,gingko biloba'Magyar',Gingko,Washington St,Rutgers Business School,Fall,2009,Rutgers University Physical Plant,Angelica Nurseries,,Newark,,,
781,gingko biloba'Magyar',Gingko,University Ave,behind Newark Museum,Fall,2009,Newark Museum,Angelica Nurseries,,Newark,,,
782,gingko biloba'Magyar',Gingko,University Ave,behind Newark Museum,Fall,2009,Newark Museum,Angelica Nurseries,,Newark,,,
783,gingko biloba'Magyar',Gingko,University Ave,behind Newark Museum,Fall,2009,Newark Museum,Angelica Nurseries,,Newark,,,
784,gingko biloba'Magyar',Gingko,Central Ave,side of Newark Museum,Fall,2009,Newark Museum,Angelica Nurseries,,Newark,,,
785,gingko biloba'Magyar',Gingko,Central Ave,side of Newark Museum,Fall,2009,Newark Museum,Angelica Nurseries,,Newark,,,
786,gingko biloba'Magyar',Gingko,Central Ave,side of Newark Museum,Fall,2009,Newark Museum,Angelica Nurseries,,Newark,,,
787,Acer rubrum 'Sun Valley',Sun Valley Red Maple,91 Washington Street,Central Ave side,Fall,2009,St. Patrick's Cathedral,Angelica Nurseries,,Newark,,,
788,gingko biloba'Magyar',Gingko,Central Ave,curb by Rutgers Woodward hall,Fall,2009,Rutgers University Physical Plant,Angelica Nurseries,,Newark,,,
789,gingko biloba'Magyar',Gingko,Central Ave,curb by Rutgers Woodward hall,Fall,2009,Rutgers University Physical Plant,Angelica Nurseries,,Newark,,,
790,Prunus x yeodensis,Yoshino Cherry,University Ave,next to Rutgers store,Fall,2009,Rutgers University Physical Plant,Angelica Nurseries,,Newark,,,
791,Prunus x yeodensis,Yoshino Cherry,University Ave,next to Rutgers store,Fall,2009,Rutgers University Physical Plant,Angelica Nurseries,,Newark,,,
792,gingko biloba'Magyar',Gingko,1 Bleeker St,,Fall,2009,Rutgers University Physical Plant,Angelica Nurseries,,Newark,,,
793,gingko biloba'Magyar',Gingko,45 Bleeker St,,Fall,2009,Rutgers University Physical Plant,Angelica Nurseries,,Newark,,,
794,Acer rubrum 'Sun Valley',Sun Valley Red Maple,39 Bleeker St,,Fall,2009,Rutgers University Physical Plant,Angelica Nurseries,,Newark,,,
795,Acer rubrum 'Sun Valley',Sun Valley Red Maple,Bleeker Street,next to Ackerson Hall,Fall,2009,Rutgers University Physical Plant,Angelica Nurseries,,Newark,,,
796,Acer rubrum 'Sun Valley',Sun Valley Red Maple,Bleeker Street,next to Ackerson Hall,Fall,2009,Rutgers University Physical Plant,Angelica Nurseries,,Newark,,,
797,Acer rubrum 'Sun Valley',Sun Valley Red Maple,Bleeker Street,next to Ackerson Hall,Fall,2009,Rutgers University Physical Plant,Angelica Nurseries,,Newark,,,
798,Acer rubrum 'Sun Valley',Sun Valley Red Maple,Bleeker Street,"Rutgers parking lot, Washington side",Fall,2009,Rutgers University Physical Plant,Angelica Nurseries,,Newark,,,
799,Acer rubrum 'Sun Valley',Sun Valley Red Maple,Bleeker Street,"Rutgers parking lot, Washington side",Fall,2009,Rutgers University Physical Plant,Angelica Nurseries,,Newark,,,
800,Acer rubrum 'Sun Valley',Sun Valley Red Maple,162 Washington St,,Fall,2009,Rutgers University Physical Plant,Angelica Nurseries,,Newark,,,
801,Acer rubrum 'Sun Valley',Sun Valley Red Maple,162 Washington St,,Fall,2009,Rutgers University Physical Plant,Angelica Nurseries,,Newark,,,
802,Acer rubrum 'Sun Valley',Sun Valley Red Maple,17 Warren St,,Fall,2009,Rutgers University Physical Plant,Angelica Nurseries,,Newark,,,
803,Acer rubrum 'Sun Valley',Sun Valley Red Maple,17 Warren St,,Fall,2009,Rutgers University Physical Plant,Angelica Nurseries,,Newark,,,
804,Acer rubrum 'Sun Valley',Sun Valley Red Maple,17 Warren St,across the street,Fall,2009,Rutgers University Physical Plant,Angelica Nurseries,,Newark,,,
805,Acer rubrum 'Sun Valley',Sun Valley Red Maple,18 Warren,across the street,Fall,2009,Rutgers University Physical Plant,Angelica Nurseries,,Newark,,,
806,Acer rubrum 'Sun Valley',Sun Valley Red Maple,19 Warren St,across the street,Fall,2009,Rutgers University Physical Plant,Angelica Nurseries,,Newark,,,
807,Acer rubrum 'Sun Valley',Sun Valley Red Maple,20 Warren St,across the street,Fall,2009,Rutgers University Physical Plant,Angelica Nurseries,,Newark,,,
808,Acer rubrum 'Sun Valley',Sun Valley Red Maple,21 Warren St,across the street,Fall,2009,Rutgers University Physical Plant,Angelica Nurseries,,Newark,,,
809,Acer rubrum 'Sun Valley',Sun Valley Red Maple,22 Warren St,across the street,Fall,2009,Rutgers University Physical Plant,Angelica Nurseries,,Newark,,,
810,gingko biloba'Magyar',Gingko,Warren Street,by Rutgers Golden Dome Gym,Fall,2009,Rutgers University Physical Plant,Angelica Nurseries,,Newark,,,
811,gingko biloba'Magyar',Gingko,Warren Street,by Rutgers Golden Dome Gym,Fall,2009,Rutgers University Physical Plant,Angelica Nurseries,,Newark,,,
812,gingko biloba'Magyar',Gingko,Warren Street,by Rutgers Golden Dome Gym,Fall,2009,Rutgers University Physical Plant,Angelica Nurseries,,Newark,,,
813,gingko biloba'Magyar',Gingko,University Ave,Rutgers bldg #3,Fall,2009,Rutgers University Physical Plant,Angelica Nurseries,,Newark,,,
814,gingko biloba'Magyar',Gingko,University Ave,Rutgers bldg #3,Fall,2009,Rutgers University Physical Plant,Angelica Nurseries,,Newark,,,
815,prunus x okame,Okame Cherry,Rutgers campus ,by Robeson hall,Fall,2009,Rutgers University Physical Plant,Angelica Nurseries,,Newark,,,
816,prunus x okame,Okame Cherry,rutgers campus ,by Robeson hall,Fall,2009,Rutgers University Physical Plant,Angelica Nurseries,,Newark,,,
817,prunus x okame,Okame Cherry,Rutgers campus ,by Robeson hall,Fall,2009,Rutgers University Physical Plant,Angelica Nurseries,,Newark,,,
818,cornus florida 'Cherokee Princess',Flowering dogwood,Rutgers campus ,by bldg. #8,Fall,2009,Rutgers University Physical Plant,Angelica Nurseries,,Newark,,,
819,Acer rubrum 'Sun Valley',Sun Valley Red Maple,rutgers campus ,by bldg. #8,Fall,2009,Rutgers University Physical Plant,Angelica Nurseries,,Newark,,,
820,Acer rubrum 'Sun Valley',Sun Valley Red Maple,Rutgers campus ,by Robeson hall,Fall,2009,Rutgers University Physical Plant,Angelica Nurseries,,Newark,,,
821,Prunus maackii,Amur Cherry,University Ave,RU ball fields at Warren St,Spring,2010,Rutgers University Physical Plant,Cerbo's Nursery,,Newark,,,
822,Prunus maackii,Amur Cherry,University Ave,RU ball fields at Warren St,Spring,2010,Rutgers University Physical Plant,Cerbo's Nursery,,Newark,,,
823,Prunus maackii,Amur Cherry,University Ave,RU ball fields at Warren St,Spring,2010,Rutgers University Physical Plant,Cerbo's Nursery,,Newark,,,
824,Prunus maackii,Amur Cherry,University Ave,RU ball fields at Warren St,Spring,2010,Rutgers University Physical Plant,Cerbo's Nursery,,Newark,,,
825,Prunus maackii,Amur Cherry,University Ave,RU ball fields at Warren St,Spring,2010,Rutgers University Physical Plant,Cerbo's Nursery,,Newark,,,
826,Prunus maackii,Amur Cherry,University Ave,RU ball fields at Warren St,Spring,2010,Rutgers University Physical Plant,Cerbo's Nursery,,Newark,,,
827,Prunus maackii,Amur Cherry,University Ave,RU ball fields at Warren St,Spring,2010,Rutgers University Physical Plant,Cerbo's Nursery,,Newark,,,
828,Prunus maackii,Amur Cherry,University Ave,RU ball fields at University,Spring,2010,Rutgers University Physical Plant,Cerbo's Nursery,,Newark,,,
829,Prunus maackii,Amur Cherry,Warren Street,RU ball fields at University,Spring,2010,Rutgers University Physical Plant,Cerbo's Nursery,,Newark,,,
830,Prunus maackii,Amur Cherry,Warren Street,RU ball fields at University,Spring,2010,Rutgers University Physical Plant,Cerbo's Nursery,,Newark,,,
831,Prunus maackii,Amur Cherry,Warren Street,RU ball fields at University,Spring,2010,Rutgers University Physical Plant,Cerbo's Nursery,,Newark,,,
832,Prunus maackii,Amur Cherry,Warren Street,RU ball fields at University,Spring,2010,Rutgers University Physical Plant,Cerbo's Nursery,,Newark,,,
833,zelkova serrata 'Musashino',Musashino Zelkova,Fulton Street,parking lot by Atlantic Federal,Spring,2010,Hanini Group,Cerbo's Nursery,,Newark,,,
834,Syringa reticulata 'Ivory Silk',Ivory Silk tree lilac,Fulton Street,parking lot by Atlantic Federal,Spring,2010,Hanini Group,Cerbo's Nursery,,Newark,,,
835,zelkova serrata 'Musashino',Musashino Zelkova,Fulton Street,parking lot by Atlantic Federal,Spring,2010,Hanini Group,Cerbo's Nursery,,Newark,,,
836,Syringa reticulata 'Ivory Silk',Ivory Silk tree lilac,Fulton Street,parking lot by Atlantic Federal,Spring,2010,Hanini Group,Cerbo's Nursery,,Newark,,,
837,zelkova serrata 'Musashino',Musashino Zelkova,550 Broad St,Fulton St. side,Spring,2010,Atlantic Federal Credit Union,Cerbo's Nursery,,Newark,,,
838,Syringa reticulata 'Ivory Silk',Ivory Silk tree lilac,550 Broad St,Fulton St. side,Spring,2010,Atlantic Federal Credit Union,Cerbo's Nursery,,Newark,,,
839,zelkova serrata 'Musashino',Musashino Zelkova,550 Broad St,Fulton St. side,Spring,2010,Atlantic Federal Credit Union,Cerbo's Nursery,,Newark,,,
840,Syringa reticulata 'Ivory Silk',Ivory Silk tree lilac,550 Broad St,Fulton St. side,Spring,2010,Atlantic Federal Credit Union,Cerbo's Nursery,,Newark,,,
841,zelkova serrata 'Musashino',Musashino Zelkova,Fulton Street,fulton st by Chase Bank,Spring,2010,Hanini Group,Cerbo's Nursery,,Newark,,,
842,Syringa reticulata 'Ivory Silk',Ivory Silk tree lilac,Fulton Street,fulton st by Chase Bank,Spring,2010,Hanini Group,Cerbo's Nursery,,Newark,,,
843,zelkova serrata 'Musashino',Musashino Zelkova,Fulton Street,fulton st by Chase Bank,Spring,2010,Hanini Group,Cerbo's Nursery,,Newark,,,
844,Syringa reticulata 'Ivory Silk',Ivory Silk tree lilac,Fulton Street,fulton st by Chase Bank,Spring,2010,Hanini Group,Cerbo's Nursery,,Newark,,,
845,zelkova serrata 'Musashino',Musashino Zelkova,572 Broad St,Fulton St side,Spring,2010,First Baptist Peddie Church,Cerbo's Nursery,,Newark,,,
846,Syringa reticulata 'Ivory Silk',Ivory Silk tree lilac,572 Broad St,,Spring,2010,First Baptist Peddie Church,Cerbo's Nursery,,Newark,,,
847,zelkova serrata 'Musashino',Musashino Zelkova,17 Fulton Street,,Spring,2010,Hanini Group,Cerbo's Nursery,,Newark,,,
848,Syringa reticulata 'Ivory Silk',Ivory Silk tree lilac,17 Fulton Street,,Spring,2010,Hanini Group,Cerbo's Nursery,,Newark,,,
849,zelkova serrata 'Musashino',Musashino Zelkova,21 Fulton St,,Spring,2010,Joseph Pallante,Cerbo's Nursery,,Newark,,,
850,Syringa reticulata 'Ivory Silk',Ivory Silk tree lilac,23 Fulton St,,Spring,2010,Resident,Cerbo's Nursery,,Newark,,,
851,zelkova serrata 'Musashino',Musashino Zelkova,31 Fulton St,,Spring,2010,Resident,Cerbo's Nursery,,Newark,,,
